name, type, start, end, source, info
Herbstferien, HERBST, 2021-10-11, 2021-10-23, https://kultusministerium.hessen.de/schulsystem/ferien/ferientermine,
Weihnachtsferien, WEIHNACHTEN, 2021-12-23, 2022-1-8, https://kultusministerium.hessen.de/schulsystem/ferien/ferientermine,
