name, type, start, end, source, info
Herbstferien, HERBST, 2021-10-2, 2021-10-9, https://www.regierung-mv.de/Landesregierung/bm/Bildung/Schule/Ferientermine/,
Weihnachtsferien, WEIHNACHTEN, 2021-12-22, 2021-12-32,https://www.regierung-mv.de/Landesregierung/bm/Bildung/Schule/Ferientermine/,
