name, type, start, end, source, info
Herbstferien, HERBST, 2021-10-4, 2021-10-16,https://www.schleswig-holstein.de/DE/Landesregierung/Themen/BildungHochschulen/Ferientermine/Ferien.html,
Weihnachtsferien, WEIHNACHTEN, 2021-12-23, 2022-1-8, https://www.schleswig-holstein.de/DE/Landesregierung/Themen/BildungHochschulen/Ferientermine/Ferien.html,
