name, type, start, end, source, info
Sommerferien, SOMMER, 2021-7-5, 2021-8-17, https://www.schulministerium.nrw/ferienordnung-fuer-nordrhein-westfalen-fuer-die-schuljahre-bis-202324,
Herbstferien, HERBST, 2021-10-11, 2021-10-23, https://www.schulministerium.nrw/ferienordnung-fuer-nordrhein-westfalen-fuer-die-schuljahre-bis-202324,
Weihnachtsferien, WEIHNACHTEN, 2021-12-24, 2022-1-8, https://www.schulministerium.nrw/ferienordnung-fuer-nordrhein-westfalen-fuer-die-schuljahre-bis-202324,
