name, type, start, end, source, info
Osterferien, OSTERN, 2022-3-29, 2022-4-6, https://bm.rlp.de/de/service/ferientermine/,
Pfingstferien, PFINGSTEN, 2022-5-25, 2022-6-2, https://bm.rlp.de/de/service/ferientermine/,
Sommerferien, SOMMER, 2022-7-19, 2022-8-27, https://bm.rlp.de/de/service/ferientermine/,
Herbstferien, 2022-10-11, 2022-10-22, https://bm.rlp.de/de/service/ferientermine/,
Weihnachtsferien, WEIHNACHTEN, 2022-12-23, 2022-12-31, https://bm.rlp.de/de/service/ferientermine/,
