name, type, start, end, source, info
Herbstferien, HERBST, 2022-10-4, 2022-10-16,https://www.schleswig-holstein.de/DE/Landesregierung/Themen/BildungHochschulen/Ferientermine/Ferien.html,
Weihnachtsferien, WEIHNACHTEN, 2022-12-23, 2023-1-8, https://www.schleswig-holstein.de/DE/Landesregierung/Themen/BildungHochschulen/Ferientermine/Ferien.html,
