name, type, start, end, source, info
Herbstferien, HERBST, 2022-10-11, 2022-10-23, https://www.berlin.de/sen/bjf/service/kalender/ferien/artikel.420979.php,
Weihnachtsferien, WEIHNACHTEN, 2022-12-24, 2023-1-3, https://www.berlin.de/sen/bjf/service/kalender/ferien/artikel.420979.php,
