name, type, start, end, source, info
Herbstferien, HERBST, 2022-10-2, 2022-10-9, https://www.regierung-mv.de/Landesregierung/bm/Bildung/Schule/Ferientermine/,
Weihnachtsferien, WEIHNACHTEN, 2022-12-22, 2022-12-32,https://www.regierung-mv.de/Landesregierung/bm/Bildung/Schule/Ferientermine/,
